image_path,label,dataset_source
data/processed\images\fer_train_fear_Training_77949058.jpg,fear,FER
data/processed\images\fer_train_fear_Training_77963861.jpg,fear,FER
data/processed\images\fer_train_fear_Training_77980675.jpg,fear,FER
data/processed\images\fer_train_fear_Training_77982832.jpg,fear,FER
data/processed\images\fer_train_fear_Training_77992952.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78008435.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78019469.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78033177.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78065842.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78077864.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78084428.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78092602.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78097741.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78118175.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78157033.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78169005.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78201389.jpg,fear,FER
data/processed\images\fer_train_fear_Training_7820997.jpg,fear,FER
data/processed\images\fer_train_fear_Training_7826315.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78266348.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78276840.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78305773.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78394796.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78429560.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78431316.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78437996.jpg,fear,FER
data/processed\images\fer_train_fear_Training_7844548.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78453520.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78495484.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78499310.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78543499.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78546407.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78615781.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78626762.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78665034.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78679578.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78753503.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78760437.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78770702.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78779278.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78793983.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78823548.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78844650.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78846688.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78847084.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78863544.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78865298.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78946256.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78992197.jpg,fear,FER
data/processed\images\fer_train_fear_Training_78996270.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79003143.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79085920.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79140997.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79151250.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79159720.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79160534.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79198157.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79254931.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79299936.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79305631.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79337910.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79338230.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79349513.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79355075.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79381162.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79410571.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79433084.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79433306.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79477228.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79481389.jpg,fear,FER
data/processed\images\fer_train_fear_Training_7953021.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79533355.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79542307.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79669695.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79677247.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79747014.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79761917.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79764997.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79769097.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79788062.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79834328.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79872115.jpg,fear,FER
data/processed\images\fer_train_fear_Training_7989182.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79893747.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79899145.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79911071.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79923778.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79943730.jpg,fear,FER
data/processed\images\fer_train_fear_Training_79967245.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80038947.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80100875.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80114582.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80119820.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80148127.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8016079.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80180577.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80234111.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80248493.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80255246.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8026828.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80296935.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80319638.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80329954.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80375518.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80408686.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80431306.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80454820.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80538316.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80605908.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80609503.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80610890.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80611396.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8061525.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80617187.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80621317.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80630985.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80643648.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80681806.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80686318.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80689648.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80692241.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80735344.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8076325.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80765925.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80765992.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80768918.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80807753.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8082420.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80843092.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80845265.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80866611.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80868591.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80897919.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80898798.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80899072.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8093311.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80975140.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8098214.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80996308.jpg,fear,FER
data/processed\images\fer_train_fear_Training_80997415.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81028057.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81173505.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81183851.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81188623.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81240189.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81266951.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81276282.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81302448.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81325211.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81341928.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81351982.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81371799.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81410671.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81420285.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81474503.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81484770.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81510350.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81525924.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81574886.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81592183.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8161649.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81635563.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81659316.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81674013.jpg,fear,FER
data/processed\images\fer_train_fear_Training_816791.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81699363.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81710587.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8173767.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81755794.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81764761.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81861307.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81891525.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81902991.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81916847.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81934720.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81936742.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81948737.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81971844.jpg,fear,FER
data/processed\images\fer_train_fear_Training_81983135.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82028986.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82042096.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82061555.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82067589.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82098572.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82114119.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82134230.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82254176.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82255041.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82256614.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82278523.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82368990.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82370109.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82378786.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82447115.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82449945.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82449946.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82467675.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82470809.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82593531.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82600637.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82645702.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82666560.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82744273.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82780991.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82788174.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82820209.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82820324.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82851784.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82880182.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82912971.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82966035.jpg,fear,FER
data/processed\images\fer_train_fear_Training_82993691.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83003340.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83098208.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83137894.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83157015.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83161199.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8316566.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83212187.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83233441.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83256219.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83259569.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83268859.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83286702.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83306587.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83312568.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83332639.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83365248.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83374391.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83375267.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83378570.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83387439.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8345732.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83475969.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83495321.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83577908.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83591485.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83603215.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83660129.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83681017.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83681377.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83695146.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83711036.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83732762.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83734202.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83789623.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83860097.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83867968.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83871755.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83895500.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83896158.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83912451.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83924315.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83928939.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83953948.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83957096.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8397060.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83976112.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83991291.jpg,fear,FER
data/processed\images\fer_train_fear_Training_83999470.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84001711.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84011963.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8401973.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84022940.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8403649.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84040990.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84052237.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84064155.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8410632.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84122709.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84171282.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84171314.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84188664.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84205066.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84219701.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84238456.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84243875.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84244523.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84258923.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84271530.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84282544.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84287869.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84303199.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84318721.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84385157.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84401230.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84484687.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84490644.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84516745.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84613137.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84637793.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84641998.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84664773.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84675746.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84697810.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84726238.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84731473.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84743289.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84754634.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84777223.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8477832.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8477872.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84814213.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84822243.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84827748.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84830323.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84832938.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84833405.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84851490.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84897426.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84904462.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8491533.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84941007.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84955186.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84958818.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8497941.jpg,fear,FER
data/processed\images\fer_train_fear_Training_84980771.jpg,fear,FER
data/processed\images\fer_train_fear_Training_849901.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85023733.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85052184.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85052612.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85059395.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85082158.jpg,fear,FER
data/processed\images\fer_train_fear_Training_851033.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85125701.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85135984.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85155310.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85202797.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85205969.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85207868.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85238058.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85307822.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8532311.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85352066.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85358794.jpg,fear,FER
data/processed\images\fer_train_fear_Training_853892.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85407139.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85417450.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8541972.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85419917.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85441749.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85481673.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85503103.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85508903.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85515465.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85522518.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85538325.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85662142.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85669847.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85697399.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85698853.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85786198.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85793456.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8579673.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85800493.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85820717.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85832847.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85848759.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85851510.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85912881.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85912973.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85916307.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85932927.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8593561.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85970905.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85976655.jpg,fear,FER
data/processed\images\fer_train_fear_Training_85987295.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86046923.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86053352.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86060077.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86081642.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86090296.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86101318.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86118506.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86150741.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86157572.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86196253.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86218505.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8624620.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86286445.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86291469.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86323976.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86357524.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86359726.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86380480.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86387892.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86435046.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86507565.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86553920.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86616037.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86638824.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86642449.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86644633.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86666905.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86668660.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86689248.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86703654.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86715318.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86739643.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86759124.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86832766.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86865290.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86930489.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86945452.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86949063.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86962533.jpg,fear,FER
data/processed\images\fer_train_fear_Training_86994688.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8701697.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87023572.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87026511.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87029979.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8703632.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8705869.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87062150.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8707760.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87115439.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87124147.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87272289.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8730581.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87308235.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87326040.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87335410.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87351438.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87358265.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87362866.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87394233.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8739755.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8748375.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87491540.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87517030.jpg,fear,FER
data/processed\images\fer_train_fear_Training_8752857.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87582525.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87591546.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87635406.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87647952.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87719007.jpg,fear,FER
data/processed\images\fer_train_fear_Training_87723970.jpg,fear,FER
