image_path,label,dataset_source
data/processed\images\fer_train_neutral_Training_458210.jpg,neutral,FER
data/processed\images\fer_test_neutral_PrivateTest_63320740.jpg,neutral,FER
data/processed\images\raf_train_train_05124_aligned.jpg,disgust,RAF
data/processed\images\fer_train_sad_Training_21073419.jpg,sadness,FER
data/processed\images\fer_test_neutral_PrivateTest_33542072.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_81934720.jpg,fear,FER
data/processed\images\raf_train_train_05505_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_06123_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_08523_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_42801560.jpg,happiness,FER
data/processed\images\raf_train_train_07916_aligned.jpg,disgust,RAF
data/processed\images\fer_train_surprise_Training_17221105.jpg,surprise,FER
data/processed\images\fer_test_sad_PublicTest_40686855.jpg,sadness,FER
data/processed\images\ck_639.jpg,disgust,CK+
data/processed\images\raf_test_test_2689_aligned.jpg,neutral,RAF
data/processed\images\fer_test_neutral_PrivateTest_87759451.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_22041162.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_80644218.jpg,surprise,FER
data/processed\images\fer_test_angry_PrivateTest_37900016.jpg,anger,FER
data/processed\images\fer_test_sad_PrivateTest_34579716.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_7427386.jpg,fear,FER
data/processed\images\fer_test_angry_PrivateTest_27681985.jpg,anger,FER
data/processed\images\fer_train_sad_Training_82612981.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_81744392.jpg,happiness,FER
data/processed\images\fer_test_disgust_PublicTest_15595284.jpg,disgust,FER
data/processed\images\fer_train_fear_Training_13678577.jpg,fear,FER
data/processed\images\raf_train_train_10662_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_61441455.jpg,surprise,FER
data/processed\images\fer_train_happy_Training_45610444.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_69582464.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_34203068.jpg,neutral,FER
data/processed\images\raf_test_test_2740_aligned.jpg,neutral,RAF
data/processed\images\fer_train_neutral_Training_52916330.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_61070305.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_70908885.jpg,neutral,FER
data/processed\images\raf_train_train_07148_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_10150_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_13605151.jpg,happiness,FER
data/processed\images\raf_train_train_04105_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_31861069.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_31145241.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_91350878.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_8345487.jpg,sadness,FER
data/processed\images\raf_train_train_07449_aligned.jpg,surprise,RAF
data/processed\images\fer_train_neutral_Training_84957673.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_57358376.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_59043651.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_98576393.jpg,sadness,FER
data/processed\images\raf_train_train_03767_aligned.jpg,surprise,RAF
data/processed\images\fer_test_surprise_PrivateTest_69627128.jpg,surprise,FER
data/processed\images\ck_898.jpg,happiness,CK+
data/processed\images\fer_train_happy_Training_74515538.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_59213890.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_68631160.jpg,happiness,FER
data/processed\images\raf_train_train_04760_aligned.jpg,sadness,RAF
data/processed\images\fer_train_happy_Training_9925349.jpg,happiness,FER
data/processed\images\fer_test_angry_PublicTest_79854224.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_11532651.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_88515193.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_22692248.jpg,fear,FER
data/processed\images\fer_train_happy_Training_68917590.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_63701950.jpg,sadness,FER
data/processed\images\raf_train_train_08268_aligned.jpg,disgust,RAF
data/processed\images\fer_train_angry_Training_5924068.jpg,anger,FER
data/processed\images\fer_train_angry_Training_23272363.jpg,anger,FER
data/processed\images\raf_train_train_07980_aligned.jpg,happiness,RAF
data/processed\images\fer_test_sad_PublicTest_86100904.jpg,sadness,FER
data/processed\images\raf_train_train_00104_aligned.jpg,surprise,RAF
data/processed\images\fer_train_happy_Training_16012840.jpg,happiness,FER
data/processed\images\fer_test_fear_PublicTest_69166196.jpg,fear,FER
data/processed\images\raf_train_train_00421_aligned.jpg,anger,RAF
data/processed\images\fer_test_happy_PrivateTest_24407679.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_6480678.jpg,anger,FER
data/processed\images\raf_train_train_00320_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_01645_aligned.jpg,surprise,RAF
data/processed\images\fer_train_neutral_Training_28115268.jpg,neutral,FER
data/processed\images\fer_test_happy_PrivateTest_29088731.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_12198698.jpg,happiness,FER
data/processed\images\raf_train_train_02217_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_06714_aligned.jpg,sadness,RAF
data/processed\images\fer_test_happy_PrivateTest_55527059.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_47899548.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_4768653.jpg,happiness,FER
data/processed\images\raf_train_train_06296_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_04058_aligned.jpg,surprise,RAF
data/processed\images\fer_train_sad_Training_24373719.jpg,sadness,FER
data/processed\images\raf_test_test_1940_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_22493179.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_81195052.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_71721732.jpg,anger,FER
data/processed\images\fer_train_happy_Training_54635753.jpg,happiness,FER
data/processed\images\raf_test_test_1987_aligned.jpg,happiness,RAF
data/processed\images\ck_534.jpg,sadness,CK+
data/processed\images\fer_train_neutral_Training_90126854.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_78469447.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_38502269.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_26753189.jpg,surprise,FER
data/processed\images\raf_train_train_07992_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_93039446.jpg,neutral,FER
data/processed\images\raf_train_train_00439_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_28885578.jpg,neutral,FER
data/processed\images\fer_test_surprise_PublicTest_71265996.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_71883695.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_42011223.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_3561462.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_43485013.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_98477391.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_36234247.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_57090147.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_27037126.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_66936271.jpg,neutral,FER
data/processed\images\raf_train_train_03846_aligned.jpg,sadness,RAF
data/processed\images\fer_train_happy_Training_62884039.jpg,happiness,FER
data/processed\images\raf_train_train_01834_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_04784_aligned.jpg,happiness,RAF
data/processed\images\fer_test_sad_PrivateTest_57245161.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_32086761.jpg,surprise,FER
data/processed\images\raf_train_train_08135_aligned.jpg,sadness,RAF
data/processed\images\fer_train_sad_Training_93681114.jpg,sadness,FER
data/processed\images\raf_train_train_06357_aligned.jpg,sadness,RAF
data/processed\images\fer_test_neutral_PublicTest_88163370.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_19449633.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_72123767.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_56536736.jpg,surprise,FER
data/processed\images\fer_train_surprise_Training_25605085.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_62983628.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_86057465.jpg,anger,FER
data/processed\images\fer_train_angry_Training_16971260.jpg,anger,FER
data/processed\images\raf_train_train_05305_aligned.jpg,sadness,RAF
data/processed\images\fer_train_disgust_Training_12950225.jpg,disgust,FER
data/processed\images\raf_train_train_10418_aligned.jpg,neutral,RAF
data/processed\images\fer_train_neutral_Training_48209345.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_46944631.jpg,sadness,FER
data/processed\images\raf_train_train_08868_aligned.jpg,sadness,RAF
data/processed\images\fer_train_neutral_Training_79208938.jpg,neutral,FER
data/processed\images\fer_test_angry_PrivateTest_61043821.jpg,anger,FER
data/processed\images\fer_train_fear_Training_97107450.jpg,fear,FER
data/processed\images\raf_train_train_00882_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_57069435.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_29936255.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_44366032.jpg,neutral,FER
data/processed\images\raf_train_train_06201_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_3451596.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_9961393.jpg,happiness,FER
data/processed\images\fer_test_sad_PrivateTest_51237975.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_24935028.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_98315142.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_38771608.jpg,anger,FER
data/processed\images\fer_test_surprise_PrivateTest_91265725.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_10118724.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_42262939.jpg,neutral,FER
data/processed\images\raf_train_train_11119_aligned.jpg,neutral,RAF
data/processed\images\fer_train_fear_Training_52325190.jpg,fear,FER
data/processed\images\fer_test_sad_PrivateTest_52635315.jpg,sadness,FER
data/processed\images\raf_train_train_06467_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_04208_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_70832810.jpg,fear,FER
data/processed\images\ck_800.jpg,fear,CK+
data/processed\images\fer_train_angry_Training_43928199.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_63550898.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_47837825.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_22343480.jpg,sadness,FER
data/processed\images\raf_train_train_05540_aligned.jpg,surprise,RAF
data/processed\images\fer_train_sad_Training_28091029.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_47306233.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_19455337.jpg,fear,FER
data/processed\images\raf_train_train_05357_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_61603646.jpg,happiness,FER
data/processed\images\raf_test_test_2211_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_10890_aligned.jpg,neutral,RAF
data/processed\images\fer_test_happy_PrivateTest_22938435.jpg,happiness,FER
data/processed\images\fer_test_sad_PublicTest_77089775.jpg,sadness,FER
data/processed\images\raf_train_train_02065_aligned.jpg,sadness,RAF
data/processed\images\fer_train_fear_Training_56012016.jpg,fear,FER
data/processed\images\fer_train_fear_Training_18607081.jpg,fear,FER
data/processed\images\raf_train_train_08843_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_11460_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_11842_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_9428441.jpg,surprise,FER
data/processed\images\raf_train_train_04917_aligned.jpg,happiness,RAF
data/processed\images\fer_test_neutral_PublicTest_69342366.jpg,neutral,FER
data/processed\images\raf_train_train_10228_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_00168_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_78071591.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_6960441.jpg,surprise,FER
data/processed\images\raf_train_train_08998_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_09262_aligned.jpg,fear,RAF
data/processed\images\raf_train_train_06454_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_08957_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_07396_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_09526_aligned.jpg,disgust,RAF
data/processed\images\raf_train_train_06920_aligned.jpg,anger,RAF
data/processed\images\raf_train_train_05907_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_01042_aligned.jpg,anger,RAF
data/processed\images\raf_train_train_04400_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_11750_aligned.jpg,neutral,RAF
data/processed\images\fer_test_surprise_PrivateTest_58283362.jpg,surprise,FER
data/processed\images\fer_train_disgust_Training_69173187.jpg,disgust,FER
data/processed\images\fer_train_happy_Training_97745591.jpg,happiness,FER
data/processed\images\raf_train_train_02787_aligned.jpg,happiness,RAF
data/processed\images\fer_train_sad_Training_23798149.jpg,sadness,FER
data/processed\images\fer_train_sad_Training_71451863.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_25444233.jpg,happiness,FER
data/processed\images\fer_test_happy_PublicTest_46791931.jpg,happiness,FER
data/processed\images\raf_train_train_04828_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_03347_aligned.jpg,disgust,RAF
data/processed\images\raf_train_train_02602_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_05473_aligned.jpg,surprise,RAF
data/processed\images\fer_train_neutral_Training_1851020.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_15120201.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_85021788.jpg,sadness,FER
data/processed\images\fer_train_sad_Training_96714908.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_6227314.jpg,fear,FER
data/processed\images\raf_train_train_05149_aligned.jpg,disgust,RAF
data/processed\images\raf_train_train_07846_aligned.jpg,happiness,RAF
data/processed\images\fer_test_sad_PrivateTest_78384171.jpg,sadness,FER
data/processed\images\raf_train_train_09958_aligned.jpg,neutral,RAF
data/processed\images\fer_train_sad_Training_62532229.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_45350127.jpg,fear,FER
data/processed\images\raf_train_train_03725_aligned.jpg,surprise,RAF
data/processed\images\fer_train_sad_Training_73743414.jpg,sadness,FER
data/processed\images\raf_train_train_11865_aligned.jpg,neutral,RAF
data/processed\images\fer_test_neutral_PublicTest_1685350.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_82463492.jpg,neutral,FER
data/processed\images\fer_test_happy_PrivateTest_68181727.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_54639254.jpg,fear,FER
data/processed\images\fer_train_sad_Training_19088093.jpg,sadness,FER
data/processed\images\raf_train_train_07526_aligned.jpg,anger,RAF
data/processed\images\raf_train_train_04751_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_08335_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_02805_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_64887910.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_59683693.jpg,sadness,FER
data/processed\images\fer_test_sad_PublicTest_11651237.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_66069045.jpg,surprise,FER
data/processed\images\fer_train_happy_Training_17788728.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_80943059.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_91045206.jpg,surprise,FER
data/processed\images\fer_test_sad_PrivateTest_28890558.jpg,sadness,FER
data/processed\images\fer_train_sad_Training_45507175.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_61681211.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_72840422.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_47171159.jpg,surprise,FER
data/processed\images\raf_train_train_01939_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_03663_aligned.jpg,happiness,RAF
data/processed\images\fer_test_surprise_PublicTest_16678610.jpg,surprise,FER
data/processed\images\raf_train_train_02860_aligned.jpg,happiness,RAF
data/processed\images\fer_train_sad_Training_1928268.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_28716699.jpg,neutral,FER
data/processed\images\raf_test_test_0614_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_99304553.jpg,neutral,FER
data/processed\images\raf_train_train_05041_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_04484_aligned.jpg,sadness,RAF
data/processed\images\fer_train_fear_Training_50875015.jpg,fear,FER
data/processed\images\fer_train_angry_Training_5069536.jpg,anger,FER
data/processed\images\raf_train_train_10491_aligned.jpg,neutral,RAF
data/processed\images\fer_train_fear_Training_87115439.jpg,fear,FER
data/processed\images\fer_train_happy_Training_98670300.jpg,happiness,FER
data/processed\images\raf_train_train_02337_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_65978744.jpg,anger,FER
data/processed\images\fer_test_angry_PrivateTest_40087698.jpg,anger,FER
data/processed\images\fer_train_happy_Training_8711686.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_12552898.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_48635016.jpg,fear,FER
data/processed\images\fer_train_happy_Training_61017672.jpg,happiness,FER
data/processed\images\raf_test_test_2030_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_46226593.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_56319621.jpg,surprise,FER
data/processed\images\fer_train_happy_Training_93934150.jpg,happiness,FER
data/processed\images\fer_test_angry_PrivateTest_99260703.jpg,anger,FER
data/processed\images\fer_train_fear_Training_8779281.jpg,fear,FER
data/processed\images\fer_test_sad_PublicTest_22869580.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_73386715.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_6247061.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_41294851.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_45339535.jpg,fear,FER
data/processed\images\fer_test_angry_PrivateTest_7833671.jpg,anger,FER
data/processed\images\fer_train_sad_Training_90932329.jpg,sadness,FER
data/processed\images\raf_train_train_09051_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_01934_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_11475_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_53107844.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_52865320.jpg,fear,FER
data/processed\images\fer_train_happy_Training_34300903.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_67735313.jpg,neutral,FER
data/processed\images\fer_train_disgust_Training_91127589.jpg,disgust,FER
data/processed\images\raf_train_train_05155_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_1797671.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_19292721.jpg,happiness,FER
data/processed\images\raf_train_train_01950_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_08554_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_17108861.jpg,fear,FER
data/processed\images\fer_train_happy_Training_40740269.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_11138914.jpg,fear,FER
data/processed\images\fer_test_happy_PrivateTest_72623208.jpg,happiness,FER
data/processed\images\fer_test_happy_PublicTest_26070763.jpg,happiness,FER
data/processed\images\raf_test_test_0008_aligned.jpg,surprise,RAF
data/processed\images\fer_train_surprise_Training_56702604.jpg,surprise,FER
data/processed\images\ck_160.jpg,sadness,CK+
data/processed\images\fer_train_sad_Training_24633437.jpg,sadness,FER
data/processed\images\fer_test_angry_PublicTest_76875834.jpg,anger,FER
data/processed\images\fer_train_happy_Training_6189507.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_52436418.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_68373853.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_4360965.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_94248483.jpg,happiness,FER
data/processed\images\raf_train_train_02508_aligned.jpg,surprise,RAF
data/processed\images\fer_train_angry_Training_46023644.jpg,anger,FER
data/processed\images\fer_test_sad_PrivateTest_3594279.jpg,sadness,FER
data/processed\images\raf_test_test_1107_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_6522288.jpg,anger,FER
data/processed\images\raf_train_train_08034_aligned.jpg,surprise,RAF
data/processed\images\fer_train_surprise_Training_84012354.jpg,surprise,FER
data/processed\images\fer_test_sad_PublicTest_36924389.jpg,sadness,FER
data/processed\images\raf_train_train_04618_aligned.jpg,disgust,RAF
data/processed\images\fer_train_happy_Training_87262041.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_78054020.jpg,surprise,FER
data/processed\images\raf_train_train_08265_aligned.jpg,sadness,RAF
data/processed\images\fer_test_neutral_PrivateTest_79644320.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_59592892.jpg,happiness,FER
data/processed\images\fer_test_happy_PublicTest_24659187.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_78321104.jpg,happiness,FER
data/processed\images\fer_train_disgust_Training_41001987.jpg,disgust,FER
data/processed\images\raf_train_train_09989_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_48595396.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_46554121.jpg,happiness,FER
data/processed\images\fer_test_fear_PublicTest_54050404.jpg,fear,FER
data/processed\images\raf_train_train_01727_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_10367_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_03735_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_09379_aligned.jpg,fear,RAF
data/processed\images\fer_train_sad_Training_13027932.jpg,sadness,FER
data/processed\images\fer_test_happy_PrivateTest_45765115.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_87052002.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_52734985.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_51088516.jpg,neutral,FER
data/processed\images\fer_test_angry_PrivateTest_83425567.jpg,anger,FER
data/processed\images\raf_train_train_12180_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_00425_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_24581257.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_63388292.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_62728621.jpg,neutral,FER
data/processed\images\raf_train_train_07919_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_89320674.jpg,fear,FER
data/processed\images\raf_train_train_01451_aligned.jpg,sadness,RAF
data/processed\images\fer_test_angry_PrivateTest_62630976.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_51490424.jpg,surprise,FER
data/processed\images\fer_train_surprise_Training_70792493.jpg,surprise,FER
data/processed\images\raf_train_train_09234_aligned.jpg,fear,RAF
data/processed\images\raf_train_train_01968_aligned.jpg,disgust,RAF
data/processed\images\raf_train_train_07323_aligned.jpg,happiness,RAF
data/processed\images\fer_train_surprise_Training_15066943.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_50326904.jpg,anger,FER
data/processed\images\fer_test_sad_PrivateTest_52381983.jpg,sadness,FER
data/processed\images\raf_train_train_11611_aligned.jpg,neutral,RAF
data/processed\images\fer_train_angry_Training_95564859.jpg,anger,FER
data/processed\images\raf_train_train_04551_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_6644670.jpg,anger,FER
data/processed\images\fer_test_neutral_PublicTest_75078346.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_80385070.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_52709668.jpg,happiness,FER
data/processed\images\raf_train_train_05593_aligned.jpg,surprise,RAF
data/processed\images\fer_train_happy_Training_34869059.jpg,happiness,FER
data/processed\images\raf_train_train_11599_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_48690474.jpg,happiness,FER
data/processed\images\fer_test_angry_PublicTest_97727923.jpg,anger,FER
data/processed\images\fer_train_happy_Training_65905737.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_51909940.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_86435046.jpg,fear,FER
data/processed\images\ck_280.jpg,sadness,CK+
data/processed\images\fer_test_sad_PublicTest_59278872.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_16902014.jpg,anger,FER
data/processed\images\fer_train_disgust_Training_94080399.jpg,disgust,FER
data/processed\images\fer_train_surprise_Training_40488121.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_2689080.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_98377910.jpg,anger,FER
data/processed\images\fer_train_fear_Training_57587923.jpg,fear,FER
data/processed\images\raf_train_train_06566_aligned.jpg,surprise,RAF
data/processed\images\fer_train_surprise_Training_44905175.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_12734515.jpg,fear,FER
data/processed\images\raf_train_train_02763_aligned.jpg,happiness,RAF
data/processed\images\fer_test_angry_PrivateTest_25332527.jpg,anger,FER
data/processed\images\fer_train_angry_Training_29711189.jpg,anger,FER
data/processed\images\raf_train_train_05135_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_18615787.jpg,anger,FER
data/processed\images\raf_train_train_07890_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_10021_aligned.jpg,neutral,RAF
data/processed\images\fer_train_angry_Training_92541764.jpg,anger,FER
data/processed\images\fer_train_fear_Training_47249362.jpg,fear,FER
data/processed\images\raf_test_test_0991_aligned.jpg,sadness,RAF
data/processed\images\fer_train_happy_Training_67952907.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_94149631.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_10290756.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_48837599.jpg,happiness,FER
data/processed\images\fer_test_angry_PublicTest_77142981.jpg,anger,FER
data/processed\images\fer_test_happy_PublicTest_96081587.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_12470816.jpg,fear,FER
data/processed\images\raf_train_train_10926_aligned.jpg,neutral,RAF
data/processed\images\fer_train_neutral_Training_45239921.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_89124066.jpg,fear,FER
data/processed\images\fer_train_happy_Training_5478628.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6781468.jpg,happiness,FER
data/processed\images\fer_test_happy_PublicTest_79612333.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_14952249.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_17964509.jpg,happiness,FER
data/processed\images\fer_test_sad_PrivateTest_78484006.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_52579776.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_96641462.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_75141373.jpg,fear,FER
data/processed\images\fer_test_happy_PrivateTest_99871365.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_73972027.jpg,sadness,FER
data/processed\images\fer_test_angry_PublicTest_98706886.jpg,anger,FER
data/processed\images\raf_train_train_07163_aligned.jpg,happiness,RAF
data/processed\images\fer_train_surprise_Training_59003832.jpg,surprise,FER
data/processed\images\raf_train_train_06003_aligned.jpg,sadness,RAF
data/processed\images\fer_train_neutral_Training_93080215.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_21533851.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_52383861.jpg,happiness,FER
